IncidentNumber,CalYear,PropertyCategory,IncGeo_WardCode,IncGeo_WardNameNew,Easting_rounded,Northing_rounded,IncidentStationGround
138650-14102021,2021,Dwelling,E05013767,Sutton South,526050,163450,Sutton
138713-14102021,2021,Dwelling,E05013913,Green Street East,541650,184650,East Ham
138767-15102021,2021,Dwelling,E05013569,Hayes Town,509550,179450,Hayes
138773-15102021,2021,Dwelling,E05009394,DALGARNO,523550,182050,North Kensington
138825-15102021,2021,Dwelling,E05013592,Highgate,528250,188150,Hornsey
138921-15102021,2021,Dwelling,E05013904,Beckton,543650,181350,East Ham
138948-15102021,2021,Dwelling,E05013679,Edmonton Green,534150,193250,Edmonton
138970-15102021,2021,Dwelling,E05013596,Northumberland Park,534750,191350,Tottenham
139002-15102021,2021,Dwelling,E05009317,Bethnal Green,535550,182250,Bethnal Green
139007-15102021,2021,Dwelling,E05014115,Streatham St. Leonard's,529950,172750,Tooting
139018-15102021,2021,Dwelling,E05011108,NUNHEAD & QUEEN'S ROAD,534750,176550,New Cross
139031-15102021,2021,Dwelling,E05013887,Forest,538050,188350,Leyton
139088-15102021,2021,Dwelling,E05011477,PURLEY OAKS & RIDDLESDOWN,531950,162050,Purley
139158-15102021,2021,Dwelling,E05013514,Wembley Central,518150,184950,Wembley
139161-15102021,2021,Dwelling,E05014023,Tooting Bec,528050,171950,Tooting
139219-15102021,2021,Dwelling,E05013721,Evelyn,535950,178250,Deptford
139238-16102021,2021,Dwelling,E05014110,Stockwell East,530450,176150,Brixton
139277-16102021,2021,Dwelling,E05013593,Hornsey,530050,188850,Hornsey
139334-16102021,2021,Dwelling,E05013755,Belmont,525550,161950,Sutton
139460-16102021,2021,Dwelling,E05013921,Plashet,542350,184450,East Ham
139466-16102021,2021,Dwelling,E05013723,Grove Park,540550,173650,Lee Green
139491-16102021,2021,Dwelling,E05013548,Harrow Weald,514250,190450,Harrow
139565-16102021,2021,Dwelling,E05011099,DULWICH HILL,533950,174050,Forest Hill
139647-16102021,2021,Dwelling,E05013922,Royal Albert,542450,180150,Plaistow
139652-16102021,2021,Dwelling,E05013994,Clock House,536950,169850,Beckenham
139704-16102021,2021,Dwelling,E05013533,Norwood Green,512850,179750,Southall
139705-16102021,2021,Other Residential,E05013648,West Finchley,525950,191450,Finchley
139721-16102021,2021,Dwelling,E05009328,Poplar,538350,180850,Poplar
139733-16102021,2021,Other Residential,E05013699,Bunhill,532850,181750,Shoreditch
139781-17102021,2021,Dwelling,E05011097,CHAMPION HILL,532750,175550,Brixton
139940-17102021,2021,Dwelling,E05013814,Figge's Marsh,528650,168950,Mitcham
139945-17102021,2021,Dwelling,E05014066,Northbury,544650,184350,Barking
139949-17102021,2021,Dwelling,E05013793,Bayswater,525750,181150,Paddington
139953-17102021,2021,Dwelling,E05013674,Brimsdown,535750,196650,Enfield
139956-17102021,2021,Dwelling,E05013801,Marylebone,527550,181250,Paddington
139992-17102021,2021,Dwelling,E05013778,Hampton,513350,169750,Twickenham
140104-17102021,2021,Dwelling,E05011108,NUNHEAD & QUEEN'S ROAD,534650,176950,New Cross
140112-17102021,2021,Dwelling,E05013658,Gospel Oak,527650,185350,Kentish Town
140116-17102021,2021,Dwelling,E05014104,Herne Hill & Loughborough Junction,531750,174450,Brixton
140162-17102021,2021,Dwelling,E05013925,Stratford Olympic Park,537950,185050,Stratford
140246-17102021,2021,Dwelling,E05013821,Pollards Hill,529150,168050,Norbury
140437-18102021,2021,Dwelling,E05014116,Streatham Wells,531050,171450,Norbury
140550-18102021,2021,Dwelling,E05013500,Dollis Hill,521650,185950,Willesden
140562-18102021,2021,Dwelling,E05013648,West Finchley,525650,191950,Finchley
140611-18102021,2021,Dwelling,E05013708,Laycock,530750,184450,Holloway
140652-18102021,2021,Dwelling,E05013536,South Acton,519950,179850,Acton
140657-18102021,2021,Dwelling,E05013642,Golders Green,524250,187950,Hendon
140664-18102021,2021,Dwelling,E05014011,East Putney,524150,174550,Wandsworth
140673-18102021,2021,Dwelling,E05013811,Cannon Hill,524150,169150,Wimbledon
140681-18102021,2021,Dwelling,E05013741,Hammersmith Broadway,523250,178350,Hammersmith
140698-18102021,2021,Dwelling,E05009378,HOXTON WEST,532650,182950,Shoreditch
140704-18102021,2021,Dwelling,E05011472,NORBURY & POLLARDS HILL,530950,168750,Norbury
140734-18102021,2021,Other Residential,E05013709,Mildmay,532450,185450,Islington
140749-18102021,2021,Dwelling,E05013924,Stratford,538550,183950,Stratford
140779-18102021,2021,Dwelling,E05013987,Beckenham Town & Copers Cope,538250,169450,Beckenham
140797-18102021,2021,Dwelling,E05011247,LOXFORD,544050,184950,Ilford
140807-18102021,2021,Dwelling,E05009389,BROMPTON & HANS TOWN,527450,178650,Chelsea
140859-19102021,2021,Dwelling,E05013991,Bromley Town,540050,169450,Bromley
140874-19102021,2021,Dwelling,E05013547,Harrow on the Hill,515050,186850,Northolt
140984-19102021,2021,Dwelling,E05014017,Roehampton,522350,173150,Wandsworth
140987-19102021,2021,Dwelling,E05013816,Hillside,524150,170350,Wimbledon
141019-19102021,2021,Dwelling,E05014114,Streatham Hill West & Thornton,529750,173350,West Norwood
141152-19102021,2021,Dwelling,E05013514,Wembley Central,518150,184250,Wembley
141188-19102021,2021,Dwelling,E05013824,St. Helier,525950,167050,Mitcham
141223-19102021,2021,Dwelling,E05013644,High Barnet,523350,196150,Barnet
141308-19102021,2021,Dwelling,E05013670,South Hampstead,525850,184050,West Hampstead
141338-19102021,2021,Dwelling,E05013591,Hermitage & Gardens,532850,188250,Tottenham
141345-19102021,2021,Dwelling,E05011107,NORTH WALWORTH,532950,178750,Old Kent Road
141351-19102021,2021,Dwelling,E05013817,Lavender Fields,527650,169750,Mitcham
141405-20102021,2021,Dwelling,E05013885,Chingford Green,537950,195450,Chingford
141426-20102021,2021,Dwelling,E05014089,Shooters Hill,543950,176950,Plumstead
141449-20102021,2021,Dwelling,E05009334,Stepney Green,535450,181250,Shadwell
141472-20102021,2021,Other Residential,E05011488,WEST THORNTON,531350,167350,Norbury
141508-20102021,2021,Dwelling,E05013697,Arsenal,530850,185850,Holloway
141550-20102021,2021,Dwelling,E05014016,Northcote,528050,174550,Battersea
141561-20102021,2021,Dwelling,E05013647,Underhill,523950,195450,Barnet
141602-20102021,2021,Dwelling,E05013653,Bloomsbury,529850,182450,Euston
141632-20102021,2021,Dwelling,E05011476,PURLEY & WOODCOTE,531750,160850,Purley
141668-20102021,2021,Dwelling,E05013724,Hither Green,538850,174050,Lewisham
141674-20102021,2021,Dwelling,E05014003,Petts Wood & Knoll,544550,167150,Orpington
141753-20102021,2021,Dwelling,E05013556,Pinner South,512650,188550,Harrow
141770-20102021,2021,Dwelling,E05009383,SPRINGFIELD,533750,187750,Stoke Newington
141781-20102021,2021,Dwelling,E05014087,Plumstead & Glyndon,544650,178850,Plumstead
142229-21102021,2021,Dwelling,E05013541,Walpole,516950,179750,Ealing
142357-21102021,2021,Dwelling,E05011115,ST. GILES,533550,176550,Peckham
142428-21102021,2021,Dwelling,E05013616,Hanworth Village,512850,172250,Feltham
142451-21102021,2021,Dwelling,E05013722,Forest Hill,535350,172950,Forest Hill
142459-21102021,2021,Dwelling,E05009336,Whitechapel,534050,181050,Whitechapel
142512-21102021,2021,Dwelling,E05013739,Fulham Town,524650,176650,Fulham
142513-21102021,2021,Dwelling,E05014109,St. Martin's,531350,173250,West Norwood
142630-22102021,2021,Dwelling,E05013801,Marylebone,528650,181650,Euston
142661-22102021,2021,Dwelling,E05013733,Addison,523450,179550,Hammersmith
142662-22102021,2021,Dwelling,E05011095,BOROUGH & BANKSIDE,531750,180550,Dowgate
142703-22102021,2021,Dwelling,E05013606,Bedfont,508250,173350,Feltham
142770-22102021,2021,Dwelling,E05009327,Mile End,536950,181450,Poplar
142794-22102021,2021,Other Residential,E05014118,Waterloo & South Bank,531150,180050,Lambeth
142859-22102021,2021,Dwelling,E05013716,Brockley,536750,175650,Lewisham
142866-22102021,2021,Dwelling,E05011097,CHAMPION HILL,533050,175550,Peckham
142920-22102021,2021,Dwelling,E05013979,Rainham & Wennington,553150,182650,Wennington
142985-22102021,2021,Dwelling,E05013724,Hither Green,539350,172650,Lee Green
143115-23102021,2021,Other Residential,E05013737,Coningham,522650,179950,Hammersmith
143139-23102021,2021,Dwelling,E05011484,SOUTH CROYDON,533150,164550,Croydon
143229-23102021,2021,Dwelling,E05013814,Figge's Marsh,527950,168650,Mitcham
143257-23102021,2021,Dwelling,E05011467,CRYSTAL PALACE & UPPER NORWOOD,532450,170350,West Norwood
143269-23102021,2021,Dwelling,E05009379,KING'S PARK,536250,185350,Homerton
143271-23102021,2021,Dwelling,E05013707,Junction,529350,186450,Kentish Town
143279-23102021,2021,Dwelling,E05013718,Crofton Park,536050,173650,Forest Hill
143291-23102021,2021,Dwelling,E05013891,High Street,536550,189150,Walthamstow
143328-23102021,2021,Dwelling,E05011232,THAMESMEAD EAST,547350,180850,Plumstead
143369-23102021,2021,Dwelling,E05009375,HAGGERSTON,534250,183650,Shoreditch
143376-23102021,2021,Dwelling,E05014093,Woolwich Common,543350,177750,Plumstead
143386-23102021,2021,Dwelling,E05013588,Crouch End,529750,188550,Hornsey
143399-23102021,2021,Dwelling,E05014006,St. Mary Cray,547350,167350,Orpington
143406-23102021,2021,Other Residential,E05011235,BARKINGSIDE,542850,188550,Ilford
143431-23102021,2021,Dwelling,E05013525,Hanwell Broadway,515450,179550,Ealing
143434-23102021,2021,Dwelling,E05014066,Northbury,544750,184350,Barking
143458-23102021,2021,Dwelling,E05013991,Bromley Town,540550,168450,Bromley
143485-23102021,2021,Dwelling,E05014026,Wandle,526350,173950,Wandsworth
143498-23102021,2021,Dwelling,E05013611,Chiswick Riverside,519450,178250,Chiswick
143533-23102021,2021,Dwelling,E05013642,Golders Green,524350,188350,Hendon
143560-24102021,2021,Other Residential,E05013810,Abbey,526450,170150,Wimbledon
143563-24102021,2021,Dwelling,E05013580,Uxbridge,504950,183550,Hillingdon
143619-24102021,2021,Dwelling,E05013729,Perry Vale,535450,172450,Forest Hill
143625-24102021,2021,Dwelling,E05014063,Heath,549150,186250,Dagenham
143629-24102021,2021,Dwelling,E05013509,Roundwood,521950,184750,Willesden
143631-24102021,2021,Dwelling,E05014082,Greenwich Peninsula,540250,179150,East Greenwich
143642-24102021,2021,Dwelling,E05013609,Chiswick Gunnersbury,520750,177950,Chiswick
143687-24102021,2021,Dwelling,E05011113,RYE LANE,533850,175650,Peckham
143733-24102021,2021,Dwelling,E05013903,Wood Street,538350,189450,Walthamstow
143787-24102021,2021,Dwelling,E05014062,Goresbrook,547550,184450,Barking
143835-24102021,2021,Dwelling,E05013649,West Hendon,522250,188350,Hendon
143857-24102021,2021,Dwelling,E05013565,Charville,508550,183150,Hillingdon
143885-24102021,2021,Dwelling,E05013684,Jubilee,534550,194450,Edmonton
143904-24102021,2021,Dwelling,E05013798,Lancaster Gate,526150,181050,Paddington
143916-24102021,2021,Dwelling,E05013774,Barnes,522050,176450,Richmond
143947-24102021,2021,Dwelling,E05013609,Chiswick Gunnersbury,519450,178750,Acton
143948-24102021,2021,Dwelling,E05013605,Woodside,530750,190350,Hornsey
143950-24102021,2021,Dwelling,E05013546,Greenhill,515950,188150,Harrow
143983-24102021,2021,Dwelling,E05013509,Roundwood,522650,183950,Willesden
144069-25102021,2021,Dwelling,E05013638,Edgwarebury,520050,193450,Mill Hill
144084-25102021,2021,Dwelling,E05013764,Stonecot,525250,166650,Sutton
144111-25102021,2021,Dwelling,E05013983,St. Edward's,550650,189350,Romford
144131-25102021,2021,Dwelling,E05013884,Chapel End,538150,190750,Walthamstow
144146-25102021,2021,Dwelling,E05013620,Hounslow Central,513950,175250,Heston
144205-25102021,2021,Dwelling,E05013626,Osterley & Spring Grove,515050,177150,Heston
144283-25102021,2021,Dwelling,E05013631,Childs Hill,525150,187350,West Hampstead
144284-25102021,2021,Dwelling,E05013888,Grove Green,538250,187150,Leyton
144301-25102021,2021,Dwelling,E05013718,Crofton Park,536050,174350,Forest Hill
144337-25102021,2021,Dwelling,E05014083,Kidbrooke Park,542150,175950,Eltham
144340-25102021,2021,Dwelling,E05013519,Dormers Wells,513850,181450,Southall
144446-25102021,2021,Dwelling,E05013916,Manor Park,542250,185850,Stratford
144472-25102021,2021,Dwelling,E05011231,SLADE GREEN & NORTHEND,551750,176350,Bexley
144488-25102021,2021,Dwelling,E05013759,Hackbridge,528450,166050,Wallington
144490-25102021,2021,Dwelling,E05014002,Penge & Cator,535250,170550,Beckenham
144492-25102021,2021,Dwelling,E05011477,PURLEY OAKS & RIDDLESDOWN,531950,163050,Croydon
144500-25102021,2021,Dwelling,E05011101,DULWICH WOOD,533550,171050,West Norwood
144547-25102021,2021,Dwelling,E05013637,Edgware,520450,192350,Mill Hill
144567-25102021,2021,Dwelling,E05013498,Brondesbury Park,524250,184150,West Hampstead
144682-26102021,2021,Dwelling,E05013829,Wimbledon Town & Dundonald,525650,170850,Wimbledon
144732-26102021,2021,Dwelling,E05013901,Valley,536850,191950,Chingford
144733-26102021,2021,Dwelling,E05014104,Herne Hill & Loughborough Junction,531850,175150,Brixton
144736-26102021,2021,Dwelling,E05014067,Parsloes,548350,185450,Dagenham
144753-26102021,2021,Dwelling,E05009377,HOXTON EAST & SHOREDITCH,533150,182950,Shoreditch
144798-26102021,2021,Dwelling,E05011250,NEWBURY,545250,187550,Ilford
144800-26102021,2021,Dwelling,E05011224,EAST WICKHAM,546650,176750,Plumstead
144860-26102021,2021,Dwelling,E05013717,Catford South,537850,173450,Lewisham
144874-26102021,2021,Dwelling,E05011486,THORNTON HEATH,532750,169150,Norbury
144887-26102021,2021,Dwelling,E05013582,Wood End,509150,180650,Hayes
144906-26102021,2021,Dwelling,E05013677,Carterhatch,534850,198250,Enfield
144962-26102021,2021,Dwelling,E05013824,St. Helier,525450,166950,Sutton
144980-26102021,2021,Dwelling,E05013744,Palace & Hurlingham,523650,176850,Fulham
145071-26102021,2021,Dwelling,E05013625,Isleworth,516250,176050,Heston
145084-27102021,2021,Dwelling,E05009369,CLISSOLD,532850,186050,Stoke Newington
145085-27102021,2021,Dwelling,E05013763,South Beddington & Roundshaw,530350,163450,Wallington
145089-27102021,2021,Dwelling,E05013794,Church Street,527050,182150,Paddington
145133-27102021,2021,Dwelling,E05009382,SHACKLEWELL,533350,185450,Stoke Newington
145243-27102021,2021,Dwelling,E05009368,CAZENOVE,534250,186950,Stoke Newington
145305-27102021,2021,Dwelling,E05013617,Heston Central,512550,177850,Southall
145414-27102021,2021,Dwelling,E05009386,VICTORIA,535150,184150,Homerton
145432-27102021,2021,Dwelling,E05013631,Childs Hill,525650,187350,West Hampstead
145455-27102021,2021,Dwelling,E05014106,Knight's Hill,532150,172050,West Norwood
145473-27102021,2021,Dwelling,E05013501,Harlesden & Kensal Green,521650,183950,Willesden
145483-27102021,2021,Dwelling,E05013599,South Tottenham,533750,189250,Tottenham
145519-27102021,2021,Dwelling,E05013595,Noel Park,531750,190350,Tottenham
145555-28102021,2021,Dwelling,E05009402,REDCLIFFE,525950,178050,Chelsea
145660-28102021,2021,Dwelling,E05013811,Cannon Hill,524850,168350,Wimbledon
145689-28102021,2021,Dwelling,E05013663,Kentish Town North,528950,185550,Kentish Town
145797-28102021,2021,Dwelling,E05014030,West Putney,523250,174450,Wandsworth
145798-28102021,2021,Dwelling,E05013696,Winchmore Hill,531850,194350,Southgate
145822-28102021,2021,Dwelling,E05013704,Highbury,532250,185950,Stoke Newington
145858-28102021,2021,Dwelling,E05013910,East Ham South,543350,182850,East Ham
145867-28102021,2021,Other Residential,E05014117,Vauxhall,530550,178450,Lambeth
145903-28102021,2021,Dwelling,E05013999,Kelsey & Eden Park,537850,168550,Beckenham
145928-28102021,2021,Dwelling,E05013588,Crouch End,529850,188350,Hornsey
146024-28102021,2021,Dwelling,E05014076,East Greenwich,539550,178350,East Greenwich
146066-28102021,2021,Dwelling,E05013973,Harold Wood,554950,190750,Harold Hill
146067-28102021,2021,Dwelling,E05013582,Wood End,509350,180450,Hayes
146097-28102021,2021,Dwelling,E05011479,SELHURST,532750,167350,Croydon
146100-28102021,2021,Dwelling,E05013566,Colham & Cowley,507650,182150,Hillingdon
146155-29102021,2021,Other Residential,E05013711,St. Peter's & Canalside,532150,182850,Shoreditch
146180-29102021,2021,Dwelling,E05013653,Bloomsbury,529650,181850,Soho
146189-29102021,2021,Dwelling,E05013748,Shepherd's Bush Green,523450,179950,Hammersmith
146193-29102021,2021,Dwelling,E05009393,COURTFIELD,526650,178250,Chelsea
146316-29102021,2021,Dwelling,E05013682,Haselbury,533450,192450,Edmonton
146323-29102021,2021,Dwelling,E05013730,Rushey Green,537550,173850,Lewisham
146349-29102021,2021,Dwelling,E05011112,ROTHERHITHE,535150,179650,Dockhead
146383-29102021,2021,Dwelling,E05009322,Bromley South,537350,182350,Poplar
146418-29102021,2021,Dwelling,E05013650,Whetstone,526350,194150,Barnet
146481-29102021,2021,Dwelling,E05013723,Grove Park,541650,171850,Eltham
146522-29102021,2021,Dwelling,E05011237,CHADWELL,547150,188250,Ilford
146526-29102021,2021,Dwelling,E05014005,Shortlands & Park Langley,539350,169050,Beckenham
146536-29102021,2021,Dwelling,E05013715,Blackheath,538050,176550,Greenwich
146559-29102021,2021,Dwelling,E05009318,Blackwall & Cubitt Town,538450,180450,Poplar
146587-29102021,2021,Other Residential,E05011225,ERITH,551150,177750,Erith
146603-29102021,2021,Dwelling,E05014063,Heath,549350,186350,Dagenham
146631-29102021,2021,Other Residential,E05013548,Harrow Weald,514650,190450,Harrow
146659-30102021,2021,Dwelling,E05013502,Kenton,519050,188650,Stanmore
146671-30102021,2021,Dwelling,E05013804,Queen's Park,523850,182450,North Kensington
146689-30102021,2021,Other Residential,E05011095,BOROUGH & BANKSIDE,532250,179550,Dowgate
146706-30102021,2021,Dwelling,E05013995,Crystal Palace & Anerley,534750,170550,Beckenham
146812-30102021,2021,Dwelling,E05011485,SOUTH NORWOOD,534450,168850,Woodside
146866-30102021,2021,Dwelling,E05009384,STAMFORD HILL WEST,532850,186950,Stoke Newington
146889-30102021,2021,Dwelling,E05013665,Kilburn,525850,183750,West Hampstead
146895-30102021,2021,Dwelling,E05014116,Streatham Wells,530950,172050,West Norwood
146900-30102021,2021,Dwelling,E05013717,Catford South,538150,171350,Beckenham
146912-30102021,2021,Dwelling,E05013892,Higham Hill,536550,190450,Walthamstow
146964-30102021,2021,Dwelling,E05014092,Woolwich Arsenal,543950,179250,Plumstead
146971-30102021,2021,Dwelling,E05013727,Lewisham Central,538050,175750,Lewisham
146974-30102021,2021,Dwelling,E05014096,Brixton North,530950,176050,Brixton
147002-30102021,2021,Dwelling,E05014117,Vauxhall,530950,178350,Lambeth
147007-30102021,2021,Dwelling,E05011464,BENSHAM MANOR,532450,167850,Norbury
147037-30102021,2021,Dwelling,E05014088,Plumstead Common,544750,177650,Plumstead
147078-30102021,2021,Dwelling,E05014000,Mottingham,542550,171750,Eltham
147109-30102021,2021,Dwelling,E05009399,NOTTING DALE,523950,180450,North Kensington
147242-31102021,2021,Dwelling,E05009335,Weavers,533650,182550,Shoreditch
147261-31102021,2021,Dwelling,E05013802,Pimlico North,529250,178250,Lambeth
147275-31102021,2021,Dwelling,E05013944,Surbiton Hill,518150,167150,Surbiton
147283-31102021,2021,Dwelling,E05013905,Boleyn,541650,183450,East Ham
147471-31102021,2021,Dwelling,E05011106,NORTH BERMONDSEY,534850,178950,Dockhead
147501-31102021,2021,Dwelling,E05013702,Clerkenwell,531050,182550,Islington
147517-31102021,2021,Dwelling,E05011240,CLEMENTSWOOD,544550,185550,Ilford
147521-31102021,2021,Dwelling,E05011486,THORNTON HEATH,532150,169050,Norbury
147526-31102021,2021,Dwelling,E05013969,Elm Park,552350,184450,Hornchurch
147570-31102021,2021,Dwelling,E05013573,Ickenham & South Harefield,506850,186150,Hillingdon
147600-31102021,2021,Dwelling,E05014100,Clapham East,530350,175750,Brixton
147616-31102021,2021,Dwelling,E05013664,Kentish Town South,529050,184850,Kentish Town
147689-01112021,2021,Dwelling,E05013618,Heston East,513750,176550,Heston
147766-01112021,2021,Dwelling,E05013517,Willesden Green,523350,184650,Willesden
147843-01112021,2021,Dwelling,E05013599,South Tottenham,533750,188850,Tottenham
147858-01112021,2021,Dwelling,E05013607,Brentford East,518250,177850,Chiswick
147888-01112021,2021,Dwelling,E05013652,Belsize,527250,185150,Kentish Town
147948-01112021,2021,Dwelling,E05009385,STOKE NEWINGTON,533250,186050,Stoke Newington
148015-01112021,2021,Dwelling,E05013973,Harold Wood,554050,190150,Harold Hill
148091-01112021,2021,Dwelling,E05013623,Hounslow South,515550,175550,Heston
148129-02112021,2021,Dwelling,E05011234,ALDBOROUGH,545750,189150,Ilford
148169-02112021,2021,Dwelling,E05013909,East Ham,542150,183750,East Ham
148248-02112021,2021,Dwelling,E05013697,Arsenal,531350,185450,Holloway
148262-02112021,2021,Dwelling,E05011485,SOUTH NORWOOD,534850,168650,Woodside
148274-02112021,2021,Dwelling,E05009333,Spitalfields & Banglatown,533650,182050,Shoreditch
148275-02112021,2021,Dwelling,E05013726,Lee Green,540150,174850,Lee Green
148335-02112021,2021,Dwelling,E05014094,Woolwich Dockyard,542250,178650,East Greenwich
148387-02112021,2021,Dwelling,E05013793,Bayswater,525650,180950,Paddington
148392-02112021,2021,Dwelling,E05011231,SLADE GREEN & NORTHEND,552250,177050,Erith
148488-02112021,2021,Dwelling,E05014018,St. Mary's,527350,176250,Battersea
148489-02112021,2021,Dwelling,E05011485,SOUTH NORWOOD,533750,168250,Woodside
148617-02112021,2021,Dwelling,E05013680,Enfield Lock,537150,198650,Enfield
148658-03112021,2021,Dwelling,E05014065,Mayesbrook,547350,184750,Barking
148731-03112021,2021,Dwelling,E05013819,Lower Morden,524150,166450,Sutton
148776-03112021,2021,Dwelling,E05013651,Woodhouse,526650,190950,Finchley
148854-03112021,2021,Dwelling,E05009380,LEA BRIDGE,535250,186950,Stoke Newington
148874-03112021,2021,Dwelling,E05014070,Village,549550,184350,Dagenham
148893-03112021,2021,Dwelling,E05013602,Tottenham Hale,534650,189650,Tottenham
148904-03112021,2021,Dwelling,E05014004,Plaistow,539950,171050,Bromley
148945-03112021,2021,Dwelling,E05013674,Brimsdown,535550,197450,Enfield
148951-03112021,2021,Dwelling,E05009324,Island Gardens,538450,178950,Millwall
149001-03112021,2021,Dwelling,E05013829,Wimbledon Town & Dundonald,524950,170450,Wimbledon
149087-03112021,2021,Other Residential,E05009378,HOXTON WEST,532850,182950,Shoreditch
149116-03112021,2021,Dwelling,E05013718,Crofton Park,536250,173450,Forest Hill
149162-04112021,2021,Dwelling,E05013733,Addison,523650,179550,Hammersmith
149269-04112021,2021,Dwelling,E05013629,Brunswick Park,528850,193450,Southgate
149279-04112021,2021,Dwelling,E05011107,NORTH WALWORTH,532150,178750,Old Kent Road
149333-04112021,2021,Dwelling,E05014062,Goresbrook,548750,183750,Dagenham
149347-04112021,2021,Dwelling,E05013610,Chiswick Homefields,521650,178850,Chiswick
149387-04112021,2021,Dwelling,E05013883,Cathall,538650,185650,Leytonstone
149424-04112021,2021,Dwelling,E05013661,Highgate,528450,186750,Kentish Town
149441-04112021,2021,Dwelling,E05014106,Knight's Hill,532550,171450,West Norwood
149455-04112021,2021,Dwelling,E05013981,St. Alban's,551250,188350,Hornchurch
149464-04112021,2021,Dwelling,E05013971,Gooshays,553550,192150,Harold Hill
149496-04112021,2021,Dwelling,E05013617,Heston Central,512750,177450,Heston
149527-04112021,2021,Dwelling,E05013728,New Cross Gate,535650,178450,Deptford
149539-04112021,2021,Dwelling,E05013910,East Ham South,542150,182750,East Ham
149550-04112021,2021,Dwelling,E05013945,Tolworth,519450,165950,Surbiton
149560-04112021,2021,Dwelling,E05013730,Rushey Green,537750,173950,Lewisham
149612-04112021,2021,Dwelling,E05009394,DALGARNO,523250,181750,North Kensington
149615-04112021,2021,Dwelling,E05014058,Chadwell Heath,548350,188750,Dagenham
149630-04112021,2021,Dwelling,E05011464,BENSHAM MANOR,532450,167650,Norbury
149637-04112021,2021,Dwelling,E05014024,Tooting Broadway,526750,171350,Tooting
149655-04112021,2021,Dwelling,E05013673,Bowes,531450,192250,Edmonton
149686-04112021,2021,Dwelling,E05013617,Heston Central,512750,177550,Heston
149690-05112021,2021,Dwelling,E05014081,Greenwich Park,537550,177150,Greenwich
149725-05112021,2021,Dwelling,E05013649,West Hendon,522250,188350,Hendon
149743-05112021,2021,Dwelling,E05013526,Lady Margaret,512950,181350,Southall
149767-05112021,2021,Dwelling,E05013508,Queensbury,519050,189450,Stanmore
149773-05112021,2021,Dwelling,E05013632,Colindale North,521250,190350,Mill Hill
149776-05112021,2021,Dwelling,E05009398,NORLAND,524250,181050,North Kensington
149837-05112021,2021,Dwelling,E05013622,Hounslow Heath,513550,175450,Heston
149895-05112021,2021,Dwelling,E05011467,CRYSTAL PALACE & UPPER NORWOOD,533550,169450,Woodside
149947-05112021,2021,Dwelling,E05013686,New Southgate,528650,192350,Southgate
149958-05112021,2021,Dwelling,E05009335,Weavers,534050,182850,Shoreditch
149969-05112021,2021,Dwelling,E05013593,Hornsey,530550,188750,Hornsey
149979-05112021,2021,Dwelling,E05013803,Pimlico South,529650,178250,Lambeth
150038-05112021,2021,Dwelling,E05013519,Dormers Wells,514050,180950,Southall
150045-05112021,2021,Dwelling,E05013599,South Tottenham,533950,189050,Tottenham
150053-05112021,2021,Dwelling,E05013518,Central Greenford,514450,182250,Southall
150061-05112021,2021,Dwelling,E05009382,SHACKLEWELL,534250,185550,Stoke Newington
150077-05112021,2021,Dwelling,E05011236,BRIDGE,541550,192850,Woodford
150090-05112021,2021,Dwelling,E05013708,Laycock,530750,184950,Holloway
150254-05112021,2021,Other Residential,E05013829,Wimbledon Town & Dundonald,525150,170550,Wimbledon
150266-05112021,2021,Dwelling,E05013617,Heston Central,512750,177050,Heston
150316-05112021,2021,Dwelling,E05009383,SPRINGFIELD,534950,187250,Stoke Newington
150506-06112021,2021,Dwelling,E05013719,Deptford,537050,176750,Greenwich
150544-06112021,2021,Dwelling,E05013664,Kentish Town South,529350,184950,Kentish Town
150579-06112021,2021,Dwelling,E05013975,Heaton,553550,190850,Harold Hill
150607-06112021,2021,Dwelling,E05009369,CLISSOLD,532750,186250,Stoke Newington
150615-06112021,2021,Dwelling,E05011102,FARADAY,532950,178050,Old Kent Road
150703-06112021,2021,Dwelling,E05011468,FAIRFIELD,532250,166150,Croydon
150719-06112021,2021,Dwelling,E05011102,FARADAY,533050,178150,Old Kent Road
150790-06112021,2021,Dwelling,E05014001,Orpington,546150,165450,Orpington
150836-06112021,2021,Dwelling,E05013755,Belmont,525850,162750,Sutton
150839-06112021,2021,Dwelling,E05011238,CHURCHFIELDS,541350,191150,Woodford
150863-06112021,2021,Dwelling,E05009325,Lansbury,538050,181550,Poplar
150904-06112021,2021,Dwelling,E05013674,Brimsdown,535750,196650,Enfield
150910-06112021,2021,Dwelling,E05014055,Barking Riverside,546950,183050,Barking
150916-06112021,2021,Dwelling,E05014029,West Hill,523950,173350,Wandsworth
150968-06112021,2021,Dwelling,E05011478,SANDERSTEAD,533950,161950,Croydon
151070-07112021,2021,Dwelling,E05009371,DE BEAUVOIR,533250,184750,Islington
151199-07112021,2021,Dwelling,E05013768,Sutton West & East Cheam,525550,164450,Sutton
151254-07112021,2021,Dwelling,E05013696,Winchmore Hill,530950,193250,Southgate
151293-07112021,2021,Dwelling,E05014106,Knight's Hill,532150,171250,West Norwood
151376-07112021,2021,Dwelling,E05013936,King George's & Sunray,520250,166150,Surbiton
151378-07112021,2021,Other Residential,E05013938,Kingston Town,517950,168950,Surbiton
